Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
483,20.4092697,0.085973825,67108864,F,F,,HS CAN,,754,F,F,02,21,13,00,00,00,00,00,,,
484,20.423317975,0.014048275,67108864,F,F,,HS CAN,,75C,F,F,07,61,13,78,50,30,00,00,,,
485,20.49319375,0.069875775,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
486,20.508028725,0.014834975,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
487,20.593669075,0.08564035,67108864,F,F,,HS CAN,,754,F,F,02,21,13,00,00,00,00,00,,,
488,20.60792595,0.014256875,67108864,F,F,,HS CAN,,75C,F,F,07,61,13,78,50,30,00,00,,,
489,20.676818725,0.068892775,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
490,20.69281425,0.015995525,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
491,20.7785816,0.08576735,67108864,F,F,,HS CAN,,754,F,F,02,21,13,00,00,00,00,00,,,
492,20.7927454,0.0141638,67108864,F,F,,HS CAN,,75C,F,F,07,61,13,78,50,30,00,00,,,
493,20.86115395,0.06840855,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
494,20.87258195,0.011428,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
495,20.962604275,0.090022325,67108864,F,F,,HS CAN,,754,F,F,02,21,13,00,00,00,00,00,,,
496,20.977479375,0.0148751,67108864,F,F,,HS CAN,,75C,F,F,07,61,13,78,50,30,00,00,,,
497,21.044243175,0.0667638,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
498,21.057486875,0.0132437,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
499,21.14484725,0.087360375,67108864,F,F,,HS CAN,,754,F,F,02,21,13,00,00,00,00,00,,,
500,21.157651975,0.012804725,67108864,F,F,,HS CAN,,75C,F,F,07,61,13,78,50,30,00,00,,,
501,21.229227525,0.07157555,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
502,21.24211285,0.012885325,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
503,21.363258025,0.121145175,67108864,F,F,,HS CAN,,754,F,F,02,21,13,00,00,00,00,00,,,
504,21.377000625,0.0137426,67108864,F,F,,HS CAN,,75C,F,F,07,61,13,78,50,30,00,00,,,
505,21.41221635,0.035215725,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
506,21.4282378,0.01602145,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
507,21.550109275,0.121871475,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
508,21.5617174,0.011608125,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
509,21.579283125,0.017565725,67108864,F,F,,HS CAN,,754,F,F,02,21,13,00,00,00,00,00,,,
510,21.591679725,0.0123966,67108864,F,F,,HS CAN,,75C,F,F,07,61,13,78,50,30,00,00,,,
511,21.6781207,0.086440975,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
512,21.6916325,0.0135118,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
513,21.80080625,0.10917375,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
514,21.816439625,0.015633375,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
515,21.93362325,0.117183625,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
516,21.9463098,0.01268655,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
517,22.06733315,0.12102335,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
518,22.08114385,0.0138107,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
519,22.20062715,0.1194833,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
520,22.21596275,0.0153356,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
521,22.339479975,0.123517225,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
522,22.3557935,0.016313525,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
523,22.464701325,0.108907825,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
524,22.48058065,0.015879325,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
525,22.601388575,0.120807925,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
526,22.615497275,0.0141087,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
527,22.73451465,0.119017375,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
528,22.750280225,0.015765575,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
529,22.870871425,0.1205912,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
530,22.88634895,0.015477525,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
531,23.0019263,0.11557735,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
532,23.0152888,0.0133625,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
533,23.13744815,0.12215935,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
534,23.149812325,0.012364175,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
535,23.269760475,0.11994815,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
536,23.285401775,0.0156413,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
537,23.4053327,0.119930925,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
538,23.419683575,0.014350875,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
539,23.537321075,0.1176375,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
540,23.54926715,0.011946075,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
541,23.672682625,0.123415475,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
542,23.684122525,0.0114399,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
543,23.73492775,0.050805225,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
544,23.749044525,0.014116775,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
545,23.8009718,0.051927275,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
546,23.8139323,0.0129605,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
547,23.918510175,0.104577875,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
548,23.933915375,0.0154052,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
549,23.96693525,0.033019875,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
550,23.97874725,0.011812,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
551,23.985037475,0.006290225,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
552,23.99869975,0.013662275,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
553,24.084973,0.08627325,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
554,24.09860535,0.01363235,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
555,24.13520475,0.0365994,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
556,24.148717575,0.013512825,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
557,24.186055125,0.03733755,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
558,24.198487275,0.01243215,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
559,24.268629875,0.0701426,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
560,24.283323325,0.01469345,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
561,24.318320625,0.0349973,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
562,24.3332999,0.014979275,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
563,24.3691233,0.0358234,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
564,24.383436375,0.014313075,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
565,24.45236115,0.068924775,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
566,24.4683808,0.01601965,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
567,24.502494075,0.034113275,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
568,24.518150675,0.0156566,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
569,24.55364305,0.035492375,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
570,24.568142425,0.014499375,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
571,24.620019175,0.05187675,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
572,24.6329279,0.012908725,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
573,24.669625575,0.036697675,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
574,24.68290245,0.013276875,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
575,24.720867475,0.037965025,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
576,24.732796,0.011928525,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
577,24.786259025,0.053463025,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
578,24.802940825,0.0166818,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
579,24.8474225,0.044481675,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
580,24.8628797,0.0154572,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
581,24.904414775,0.041535075,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
582,24.917595475,0.0131807,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
583,24.96928675,0.051691275,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
584,24.982563225,0.013276475,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
585,25.0209226,0.038359375,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
586,25.032550675,0.011628075,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
587,25.0879359,0.055385225,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
588,25.1025329,0.014597,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
589,25.155066125,0.052533225,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
590,25.1672767,0.012210575,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
591,25.203524075,0.036247375,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
592,25.21723055,0.013706475,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
593,25.273029625,0.055799075,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
594,25.287128425,0.0140988,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
595,25.29311885,0.005990425,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
596,25.3071256,0.01400675,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
597,25.3474012,0.0402756,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
598,25.362070175,0.014668975,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
599,25.40512945,0.043059275,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
600,25.416969875,0.011840425,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
601,25.471002875,0.054033,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
602,25.4869305,0.015927625,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
603,25.5226238,0.0356933,67108864,F,F,,HS CAN,,754,F,F,02,21,14,00,00,00,00,00,,,
604,25.536809,0.0141852,67108864,F,F,,HS CAN,,75C,F,F,05,61,14,00,12,7C,00,00,,,
605,25.542455,0.005646,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
606,25.556838375,0.014383375,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
607,25.5883677,0.031529325,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
608,25.6019526,0.0135849,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
609,25.6555855,0.0536329,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
610,25.672042675,0.016457175,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
611,25.7239362,0.051893525,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
612,25.73656895,0.01263275,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
613,25.755074675,0.018505725,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
614,25.766550775,0.0114761,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
615,25.822875625,0.05632485,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
616,25.83646565,0.013590025,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
617,25.923988625,0.087522975,67108864,F,F,,HS CAN,,754,F,F,02,21,15,00,00,00,00,00,,,
618,25.941262875,0.01727425,67108864,F,F,,HS CAN,,75C,F,F,03,61,15,20,00,00,00,00,,,
619,25.947014775,0.0057519,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
620,25.96127605,0.014261275,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
621,26.004831425,0.043555375,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
622,26.02120285,0.016371425,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
623,26.128134675,0.106931825,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
624,26.1413092,0.013174525,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
625,26.174986825,0.033677625,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
626,26.1910103,0.016023475,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
627,26.3158938,0.1248835,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
628,26.330818825,0.014925025,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
629,26.3732847,0.042465875,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
630,26.385818425,0.012533725,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
631,26.50763195,0.121813525,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
632,26.5206063,0.01297435,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
633,26.527116775,0.006510475,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
634,26.5410396,0.013922825,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
635,26.64126555,0.10022595,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
636,26.655688475,0.014422925,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
637,26.708151625,0.05246315,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
638,26.7203518,0.012200175,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
639,26.77416895,0.05381715,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
640,26.7902505,0.01608155,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
641,26.891772225,0.101521725,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
642,26.90515715,0.013384925,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
643,26.942386375,0.037229225,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
644,26.9551029,0.012716525,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
645,27.08242825,0.12732535,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
646,27.095142625,0.012714375,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
647,27.10171475,0.006572125,67108864,F,F,,HS CAN,,754,F,F,02,21,16,00,00,00,00,00,,,
648,27.11583635,0.0141216,67108864,F,F,,HS CAN,,75C,F,F,03,61,16,03,00,00,00,00,,,
649,27.208238075,0.092401725,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
650,27.2197161,0.011478025,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
651,27.329727025,0.110010925,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
652,27.34606585,0.016338825,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
653,27.46355885,0.117493,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
654,27.479394275,0.015835425,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
655,27.52704145,0.047647175,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
656,27.53946605,0.0124246,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
657,27.5937051,0.05423905,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
658,27.60925445,0.01554935,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
659,27.71407665,0.1048222,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
660,27.72908545,0.0150088,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
661,27.7483513,0.01926585,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
662,27.764077125,0.015725825,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
663,27.88226045,0.118183325,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
664,27.895534875,0.013274425,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
665,27.90459915,0.009064275,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
666,27.918852375,0.014253225,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
667,27.943128175,0.0242758,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
668,27.9587558,0.015627625,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
669,27.959495825,0.000740024999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
670,27.9791251,0.019629275,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
671,27.9887504,0.0096253,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
672,27.99876565,0.01001525,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
673,28.00875405,0.0099884,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
674,28.015090075,0.006336025,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
675,28.02868505,0.013594975,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
676,28.147360325,0.118675275,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
677,28.163566075,0.01620575,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
678,28.1771919,0.013625825,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
679,28.19346155,0.01626965,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
680,28.1942042,0.000742649999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
681,28.213486725,0.019282525,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
682,28.22354485,0.010058125,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
683,28.233432575,0.009887725,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
684,28.246213,0.012780425,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
685,28.2534933,0.0072803,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
686,28.268386625,0.014893325,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
687,28.38266,0.114273375,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
688,28.398355425,0.015695425,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
689,28.404697675,0.00634225,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
690,28.41869855,0.014000875,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
691,28.42876485,0.0100663,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
692,28.44330205,0.0145372,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
693,28.44404485,0.000742800000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
694,28.463155225,0.019110375,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
695,28.4731388,0.009983575,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
696,28.48345665,0.01031785,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
697,28.493108275,0.009651625,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
698,28.5132261,0.020117825,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
699,28.5281195,0.0148934,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
700,28.632957325,0.104837825,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
701,28.648064575,0.01510725,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
702,28.662176525,0.01411195,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
703,28.6779019,0.015725375,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
704,28.67864435,0.000742450000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
705,28.6981473,0.01950295,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
706,28.707891025,0.009743725,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
707,28.718799025,0.010908,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
708,28.727878525,0.0090795,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
709,28.735360425,0.0074819,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
710,28.747830875,0.01247045,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
711,28.860402475,0.1125716,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
712,28.87262865,0.012226175,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
713,28.8963024,0.02367375,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
714,28.91257015,0.01626775,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
715,28.913312825,0.000742675000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
716,28.93255745,0.019244625,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
717,28.942604975,0.010047525,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
718,28.952540625,0.00993565,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
719,28.96252665,0.009986025,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
720,28.995939875,0.033413225,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
721,29.012459275,0.0165194,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
722,29.080206675,0.0677474,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
723,29.0923564,0.012149725,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
724,29.11412065,0.02176425,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
725,29.12738155,0.0132609,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
726,29.128121825,0.000740274999998,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
727,29.1473887,0.019266875,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
728,29.1574985,0.0101098,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
729,29.167332,0.0098335,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
730,29.1781125,0.0107805,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
731,29.248730875,0.070618375,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
