Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
1216,40.90775035,0.009989725,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1217,40.91771265,0.00996230000001,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1218,41.030299375,0.112586725,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1219,41.043280525,0.01298115,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1220,41.044020475,0.000739949999996,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1221,41.0627604,0.018739925,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1222,41.072781,0.0100206,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1223,41.08321295,0.01043195,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1224,41.092544675,0.009331725,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1225,41.102496375,0.00995169999999,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1226,41.112495925,0.00999955,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1227,41.122485725,0.0099898,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1228,41.1324854,0.009999675,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1229,41.245825125,0.113339725,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1230,41.262310975,0.01648585,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1231,41.26305315,0.000742174999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1232,41.28230395,0.0192508,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1233,41.292281925,0.009977975,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1234,41.3025641,0.010282175,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1235,41.312251225,0.009687125,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1236,41.32247905,0.010227825,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1237,41.3322264,0.00974735,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1238,41.3422125,0.0099861,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1239,41.352212125,0.009999625,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1240,41.464089975,0.11187785,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1241,41.47710445,0.013014475,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1242,41.477847025,0.000742574999997,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1243,41.49704355,0.019196525,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1244,41.507035325,0.009991775,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1245,41.51703905,0.010003725,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1246,41.52705485,0.0100158,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1247,41.536976775,0.009921925,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1248,41.546976325,0.00999955,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1249,41.556968275,0.00999195,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1250,41.567012075,0.0100438,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1251,41.681077325,0.11406525,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1252,41.696813425,0.0157361,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1253,41.697555325,0.000741900000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1254,41.716769975,0.01921465,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1255,41.726793825,0.01002385,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1256,41.736745975,0.00995215,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1257,41.74707925,0.010333275,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1258,41.756720775,0.009641525,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1259,41.76673515,0.010014375,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1260,41.77671235,0.0099772,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1261,41.786694325,0.009981975,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1262,41.8969159,0.110221575,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1263,41.91153095,0.01461505,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1264,41.9122734,0.000742449999997,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1265,41.9314884,0.019215,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1266,41.94147395,0.00998555,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1267,41.95145975,0.0099858,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1268,41.96172175,0.010262,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1269,41.971421175,0.009699425,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1270,41.981416825,0.00999565,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1271,41.9914307,0.010013875,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1272,42.001424625,0.009993925,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1273,42.11053025,0.109105625,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1274,42.126289725,0.015759475,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1275,42.1270339,0.000744174999994,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1276,42.14623695,0.01920305,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1277,42.15624455,0.0100076,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1278,42.16623655,0.009992,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1279,42.176216175,0.009979625,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1280,42.186171725,0.00995555,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1281,42.196167525,0.00999580000001,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1282,42.2063413,0.010173775,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1283,42.2161772,0.0098359,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1284,42.333226575,0.117049375,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1285,42.351038675,0.0178121,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1286,42.351781025,0.000742349999996,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1287,42.37096205,0.019181025,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1288,42.380931525,0.009969475,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1289,42.3909153,0.009983775,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1290,42.401181175,0.010265875,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1291,42.4108968,0.009715625,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1292,42.420888475,0.009991675,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1293,42.430868325,0.00997985,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1294,42.441328225,0.0104599,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1295,42.566951475,0.12562325,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1296,42.580666275,0.0137148,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1297,42.58140875,0.000742474999996,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1298,42.60086175,0.019453,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1299,42.610826125,0.009964375,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1300,42.620588825,0.0097627,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1301,42.630582775,0.00999394999999,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1302,42.640590325,0.01000755,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1303,42.65065975,0.010069425,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1304,42.660541825,0.009882075,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1305,42.67054565,0.010003825,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1306,42.778863425,0.108317775,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1307,42.790385175,0.01152175,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1308,42.791127375,0.000742199999998,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1309,42.81044435,0.019316975,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1310,42.8203861,0.00994175,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1311,42.8303338,0.0099477,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1312,42.84059555,0.01026175,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1313,42.850295275,0.009699725,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1314,42.860291025,0.00999575,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1315,42.8703228,0.010031775,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1316,42.88031655,0.00999375,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1317,42.999660175,0.119343625,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1318,43.015343425,0.01568325,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1319,43.016084525,0.000741099999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1320,43.0351487,0.019064175,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1321,43.045326325,0.010177625,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1322,43.0551303,0.009803975,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1323,43.06511395,0.00998365,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1324,43.075123575,0.010009625,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1325,43.08509785,0.009974275,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1326,43.095061,0.00996315,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1327,43.105703,0.010642,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1328,43.21688285,0.11117985,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1329,43.2300872,0.01320435,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1330,43.23082745,0.00074025,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1331,43.2500983,0.01927085,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1332,43.25981015,0.00971185,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1333,43.269827725,0.010017575,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1334,43.279835675,0.01000795,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1335,43.2897572,0.009921525,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1336,43.299753025,0.009995825,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1337,43.30978295,0.010029925,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1338,43.32026155,0.0104786,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1339,43.434450725,0.114189175,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1340,43.450563975,0.01611325,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1341,43.4513043,0.000740325000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1342,43.46958475,0.01828045,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1343,43.479812425,0.010227675,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1344,43.48955405,0.009741625,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1345,43.499627775,0.010073725,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1346,43.50951745,0.009889675,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1347,43.51951545,0.009998,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1348,43.529491025,0.009975575,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1349,43.53950295,0.010011925,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1350,43.65252635,0.1130234,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1351,43.664898725,0.012372375,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1352,43.665641025,0.000742300000006,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1353,43.6845706,0.018929575,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1354,43.695441925,0.010871325,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1355,43.705225625,0.0097837,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1356,43.71488705,0.009661425,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1357,43.724600725,0.009713675,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1358,43.734758475,0.01015775,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1359,43.7460568,0.011298325,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1360,43.754453925,0.008397125,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1361,43.87070955,0.116255625,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1362,43.88500235,0.0142928,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1363,43.885744875,0.000742525,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1364,43.9045977,0.018852825,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1365,43.914801425,0.010203725,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1366,43.925301325,0.0104999,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1367,43.9347947,0.009493375,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1368,43.945080575,0.010285875,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1369,43.954860225,0.00977965,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1370,43.96488825,0.010028025,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1371,43.975273925,0.010385675,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1372,44.06530405,0.090030125,67108864,F,F,,HS CAN,,754,F,F,02,21,24,00,00,00,00,00,,,
1373,44.078778625,0.013474575,67108864,F,F,,HS CAN,,75C,F,F,10,0B,61,24,73,00,00,6B,,,
1374,44.079518925,0.000740299999997,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1375,44.098800075,0.01928115,67108864,F,F,,HS CAN,,75C,F,F,21,D0,08,23,A6,A0,00,00,,,
1376,44.105156025,0.00635595,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1377,44.11903295,0.013876925,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1378,44.1197735,0.000740549999996,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1379,44.13875195,0.01897845,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1380,44.148766875,0.010014925,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1381,44.15868365,0.00991677499999,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1382,44.168685225,0.010001575,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1383,44.1786828,0.009997575,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1384,44.188704775,0.010021975,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1385,44.199116825,0.01041205,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1386,44.208914325,0.0097975,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1387,44.319801775,0.11088745,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1388,44.335633675,0.0158319,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1389,44.3363762,0.000742525,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1390,44.35348175,0.01710555,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1391,44.3634858,0.01000405,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1392,44.373422125,0.009936325,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1393,44.38341505,0.009992925,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1394,44.39341885,0.0100038,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1395,44.403430525,0.010011675,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1396,44.413408425,0.0099779,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1397,44.4234083,0.009999875,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1398,44.449605775,0.026197475,67108864,F,F,,HS CAN,,754,F,F,02,21,24,00,00,00,00,00,,,
1399,44.463356925,0.01375115,67108864,F,F,,HS CAN,,75C,F,F,10,0B,61,24,73,00,00,6B,,,
1400,44.4640993,0.000742374999994,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1401,44.483372125,0.019272825,67108864,F,F,,HS CAN,,75C,F,F,21,D0,08,23,A6,A0,00,00,,,
1402,44.53204925,0.048677125,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1403,44.548296775,0.016247525,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1404,44.54903925,0.000742475000003,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1405,44.568222225,0.019182975,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1406,44.57817195,0.009949725,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1407,44.588152675,0.009980725,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1408,44.598439625,0.01028695,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1409,44.608153,0.009713375,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1410,44.61815075,0.00999775,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1411,44.628366625,0.010215875,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1412,44.63813845,0.009771825,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1413,44.753775925,0.115637475,67108864,F,F,,HS CAN,,754,F,F,02,21,24,00,00,00,00,00,,,
1414,44.767928775,0.01415285,67108864,F,F,,HS CAN,,75C,F,F,10,0B,61,24,73,00,00,6B,,,
1415,44.768668875,0.000740100000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1416,44.787953775,0.0192849,67108864,F,F,,HS CAN,,75C,F,F,21,D0,08,23,A6,A0,00,00,,,
1417,44.801352225,0.01339845,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1418,44.8129158,0.011563575,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1419,44.813658125,0.000742324999997,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1420,44.832893,0.019234875,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1421,44.8433409,0.0104479,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1422,44.852878825,0.009537925,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1423,44.8628745,0.009995675,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1424,44.872822,0.0099475,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1425,44.88283395,0.01001195,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1426,44.89283555,0.0100016,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1427,44.902853425,0.010017875,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1428,45.021718725,0.1188653,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1429,45.0377383,0.016019575,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1430,45.038480725,0.000742425000006,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1431,45.057609325,0.0191286,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1432,45.067607325,0.009998,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1433,45.077840925,0.0102336,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1434,45.08753845,0.009697525,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1435,45.0977159,0.01017745,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1436,45.107582,0.0098661,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1437,45.117497825,0.009915825,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1438,45.127537725,0.0100399,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1439,45.142583825,0.0150461,67108864,F,F,,HS CAN,,754,F,F,02,21,24,00,00,00,00,00,,,
1440,45.15782925,0.015245425,67108864,F,F,,HS CAN,,75C,F,F,10,0B,61,24,73,00,00,6B,,,
1441,45.15857155,0.000742299999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1442,45.17747605,0.0189045,67108864,F,F,,HS CAN,,75C,F,F,21,D0,08,23,A6,A0,00,00,,,
1443,45.23344095,0.0559649,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1444,45.2473819,0.01394095,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1445,45.248124375,0.000742475000003,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1446,45.267383225,0.01925885,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1447,45.277392975,0.01000975,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1448,45.2873265,0.009933525,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1449,45.297278525,0.009952025,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1450,45.3072524,0.009973875,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1451,45.317825225,0.010572825,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1452,45.3272955,0.009470275,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1453,45.33727545,0.00997995,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
